date,time,latitude,longitude,temperature,humidity,pressure,ae0,we0,ae1,we1
2018-01-14,11:32:34,48.154338,11.528368,5.143435,66.199738,959.780029,241.218750,241.031250,238.187500,242.406250
2018-01-14,11:42:35,48.154442,11.528178,5.212863,65.897614,959.599976,241.406250,241.250000,238.250000,242.500000
2018-01-14,11:52:35,48.154248,11.528195,5.450522,65.134659,959.549988,241.375000,241.187500,238.343750,242.375000
2018-01-14,12:02:36,48.154337,11.528277,5.650797,64.322884,959.580017,241.437500,241.218750,238.125000,242.031250
2018-01-14,12:12:37,48.154473,11.528283,5.720226,64.043640,959.469971,241.156250,240.968750,238.062500,242.281250
2018-01-14,12:22:37,48.154960,11.528530,5.621424,63.743038,959.500000,240.906250,240.625000,237.843750,241.437500
2018-01-14,12:32:38,48.154688,11.528363,5.634775,63.445488,959.390015,240.906250,240.718750,237.968750,241.843750
2018-01-14,12:42:39,48.154565,11.528300,5.650797,62.652020,959.530029,241.062500,240.875000,237.875000,242.093750
2018-01-14,12:52:39,48.154483,11.528323,5.466545,62.912949,959.440002,240.812500,240.625000,237.687500,241.875000
2018-01-14,13:02:40,48.154423,11.528812,5.381094,63.306629,959.440002,241.000000,240.812500,237.875000,242.062500
2018-01-14,13:12:41,48.154390,11.528722,5.311666,62.859539,959.570007,241.156250,240.937500,237.937500,241.437500
2018-01-14,13:22:41,48.154477,11.528425,5.466545,62.342258,959.380005,241.343750,241.156250,238.187500,242.593750
2018-01-14,13:32:42,48.154312,11.528610,5.664149,62.063019,959.400024,241.250000,241.093750,238.125000,242.906250
2018-01-14,13:42:41,48.154352,11.528373,5.720226,61.106277,959.289978,241.125000,240.968750,238.062500,242.625000
2018-01-14,13:52:43,48.154350,11.528253,5.789654,60.849926,959.429993,241.093750,240.968750,238.000000,242.500000
2018-01-14,14:02:44,48.154378,11.528165,5.677501,60.660717,959.510010,240.968750,240.781250,237.843750,242.218750
2018-01-14,14:12:45,48.154240,11.528232,5.819028,60.588997,959.450012,241.000000,240.875000,238.093750,243.062500
2018-01-14,14:22:45,48.154273,11.527982,5.803006,60.180058,959.619995,241.000000,240.843750,238.093750,242.250000
2018-01-14,14:32:46,48.154212,11.527940,5.789654,60.047302,959.609985,241.000000,240.812500,237.843750,242.562500
2018-01-14,14:42:47,48.154083,11.528150,5.634775,60.028992,959.650024,240.781250,240.625000,237.718750,242.281250
2018-01-14,14:52:47,48.154125,11.528138,5.522622,60.610359,959.760010,240.875000,240.781250,237.781250,242.750000
2018-01-14,15:02:48,48.152940,11.528388,5.450522,60.973526,959.770020,240.875000,240.687500,237.843750,242.843750
2018-01-14,15:12:48,48.154600,11.528415,5.381094,61.202412,959.799988,240.968750,240.812500,237.812500,242.125000
2018-01-14,15:22:49,48.154257,11.528377,5.242237,61.408409,959.880005,240.812500,240.656250,237.718750,242.187500
2018-01-14,15:32:50,48.154387,11.528383,5.212863,61.367207,959.919983,240.875000,240.718750,237.937500,242.312500
2018-01-14,15:42:50,48.154415,11.528443,5.226215,61.255817,959.969971,241.031250,240.875000,238.093750,242.718750
2018-01-14,15:52:51,48.154425,11.528427,5.212863,61.490807,960.049988,240.875000,240.687500,237.875000,242.500000
2018-01-14,16:02:52,48.154387,11.528668,5.143435,61.884491,960.130005,240.781250,240.625000,237.843750,242.468750
2018-01-14,16:12:52,48.154465,11.529102,5.130083,61.742580,960.109985,240.937500,240.781250,237.906250,242.125000
2018-01-14,16:22:53,48.153863,11.529507,5.057984,62.081329,960.130005,241.000000,240.875000,237.781250,243.031250
2018-01-14,16:32:54,48.154323,11.528787,5.001907,61.916534,960.309998,240.906250,240.750000,237.843750,242.656250
2018-01-14,16:42:55,48.154215,11.529100,4.919127,61.837185,960.320007,240.906250,240.718750,237.781250,241.906250
2018-01-14,16:52:55,48.154392,11.528763,4.889753,61.651028,960.330017,241.062500,240.906250,238.031250,242.156250
2018-01-14,17:02:56,48.154412,11.528435,4.863050,61.422142,960.409973,241.062500,240.875000,237.906250,242.093750
2018-01-14,17:12:57,48.154342,11.529755,4.833677,61.710537,960.380005,241.031250,240.906250,238.000000,242.500000
2018-01-14,17:22:57,48.154905,11.528735,4.820325,61.609825,960.400024,241.093750,240.906250,237.843750,242.187500
2018-01-14,17:32:58,48.154387,11.528668,4.849699,61.397728,960.429993,241.125000,241.000000,237.968750,242.562500
2018-01-14,17:42:59,48.154397,11.528758,4.919127,61.422142,960.530029,241.125000,240.968750,237.937500,242.468750
2018-01-14,17:52:59,48.154362,11.528385,4.932479,61.100174,960.690002,241.000000,240.812500,238.031250,242.156250
2018-01-14,18:03:00,48.154133,11.528727,4.932479,61.097122,960.659973,241.093750,240.968750,237.937500,242.343750
2018-01-14,18:13:01,48.154503,11.528328,4.988556,61.120010,960.789978,241.125000,241.000000,238.031250,243.218750
2018-01-14,18:23:01,48.154502,11.528445,4.975204,61.031509,960.760010,241.062500,240.906250,237.875000,243.343750
2018-01-14,18:33:02,48.154525,11.528448,5.017930,61.078812,960.830017,241.031250,240.906250,238.000000,243.218750
2018-01-14,18:43:02,48.154273,11.528898,5.001907,60.955215,960.780029,240.937500,240.781250,237.812500,242.718750
2018-01-14,18:53:03,48.154378,11.528802,5.017930,61.257343,960.869995,241.062500,240.906250,237.843750,242.906250
2018-01-14,19:03:04,48.154330,11.528652,5.001907,61.242085,960.929993,241.125000,240.968750,237.781250,243.031250
2018-01-14,19:13:05,48.154428,11.528322,5.031281,61.257343,960.809998,240.937500,240.781250,237.875000,243.406250
2018-01-14,19:23:05,48.154383,11.528297,4.988556,60.871288,960.880005,240.875000,240.687500,237.875000,242.281250
2018-01-14,19:33:06,48.154370,11.528343,5.044632,60.811779,960.859985,241.000000,240.843750,237.781250,242.625000
2018-01-14,19:43:07,48.153967,11.528488,5.074006,61.150532,960.919983,241.125000,241.000000,237.812500,243.218750
2018-01-14,19:53:07,48.154170,11.528703,5.074006,61.145954,961.010010,241.218750,241.093750,237.968750,243.093750
